,antigen_recognition_function,antigenic_feature_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,immune_responses,immune_memory_lymphocytes_count,best_fitness,elapsed_time
923,sphere,10,1000,0.01,2,5,0.1,5628.768264233971,41.30451226234436
924,sphere,10,1000,0.001,4,10,0.1,3986.488037873454,88.76541090011597
925,sphere,10,1000,0.01,3,3,0.01,6736.500235947473,25.475977182388306
926,sphere,10,1000,0.01,2,10,0.001,6119.898697578269,84.01772665977478
927,sphere,10,1000,0.01,3,5,0.001,5467.242721060239,42.978498697280884
928,sphere,10,1000,0.01,3,3,0.1,5241.31257082279,25.32907795906067
929,sphere,10,1000,0.01,3,5,0.01,4927.796692045269,42.47762632369995
930,sphere,10,1000,0.01,2,10,0.01,5082.815951159712,83.01398229598999
931,sphere,10,1000,0.01,4,3,0.001,7589.213543763289,26.186261653900146
932,sphere,10,1000,0.01,3,5,0.1,6117.99697534582,42.88586616516113
933,sphere,10,1000,0.01,2,10,0.1,5069.280562078229,82.50462770462036
934,sphere,10,1000,0.01,4,3,0.01,5485.000091463168,26.16462230682373
935,sphere,10,1000,0.01,4,5,0.001,5941.063473016427,43.99230360984802
936,sphere,10,1000,0.01,3,10,0.001,4465.152197286822,85.2973964214325
937,sphere,10,1000,0.01,4,3,0.1,2446.3203515288246,26.813556909561157
938,sphere,10,1000,0.01,4,5,0.01,5695.058645023731,44.291513442993164
939,sphere,10,1000,0.01,3,10,0.01,5299.012361797768,85.94165205955505
940,sphere,10,1000,0.1,2,3,0.001,4804.255085061362,25.73905611038208
941,sphere,10,1000,0.01,4,5,0.1,5787.840328653281,44.489752531051636
942,sphere,10,1000,0.01,3,10,0.1,6103.0557170737,86.21916270256042
943,sphere,10,1000,0.1,2,3,0.01,3977.9715891506976,25.263070344924927
944,sphere,10,1000,0.1,2,5,0.001,6083.759164703357,42.44755220413208
945,sphere,10,1000,0.01,4,10,0.001,5407.798161288972,88.10593032836914
946,sphere,10,1000,0.1,2,3,0.1,8097.44540458771,24.803442239761353
947,sphere,10,1000,0.1,2,5,0.01,5099.149527709168,41.52053904533386
948,sphere,10,1000,0.01,4,10,0.01,6153.890915911047,88.5235104560852
949,sphere,10,1000,0.1,3,3,0.001,6125.691978768362,25.848753213882446
950,sphere,10,1000,0.1,2,5,0.1,5127.875539635218,41.79200887680054
951,sphere,10,1000,0.01,4,10,0.1,3788.966485755431,88.62181901931763
952,sphere,10,1000,0.1,3,3,0.01,6993.537310750198,26.334715604782104
953,sphere,10,1000,0.1,3,5,0.001,4682.752462844138,42.86985516548157
954,sphere,10,1000,0.1,2,10,0.001,5096.264788023945,84.34494161605835
955,sphere,10,1000,0.1,3,3,0.1,5036.672644467875,25.922117948532104
956,sphere,10,1000,0.1,2,10,0.01,7949.203472378045,84.47828221321106
957,sphere,10,1000,0.1,3,5,0.01,4012.468268093059,42.8523850440979
958,sphere,10,1000,0.1,4,3,0.001,6052.448907703276,26.25676703453064
959,sphere,10,1000,0.1,2,10,0.1,3558.6462445477764,83.45251417160034
960,sphere,10,1000,0.1,3,5,0.1,5739.958995207761,42.88728189468384
961,sphere,10,1000,0.1,4,3,0.01,6659.653699962744,26.464567184448242
962,sphere,10,1000,0.1,4,5,0.001,5730.881506160653,44.008973836898804
963,sphere,10,1000,0.1,3,10,0.001,4280.340881706679,85.66853713989258
964,ackley,3,250,0.001,2,3,0.001,7.730651322034184,4.830189943313599
965,ackley,3,250,0.001,2,5,0.001,10.498928177676778,7.964859485626221
966,sphere,10,1000,0.1,4,3,0.1,6725.473543106151,26.17320418357849
967,ackley,3,250,0.001,2,3,0.01,9.291893249626016,31.34341073036194
968,sphere,10,1000,0.1,4,5,0.01,4551.708153522427,44.0702064037323
969,sphere,10,1000,0.1,3,10,0.01,6218.139082912559,86.12739825248718
970,ackley,3,250,0.001,2,5,0.01,6.138542297126289,8.723939418792725
971,ackley,3,250,0.001,2,3,0.1,10.005758609505811,5.067025899887085
972,ackley,3,250,0.001,2,10,0.001,11.215186836772292,16.661791563034058
973,ackley,3,250,0.001,2,5,0.1,4.6810456352767496,8.121875286102295
974,ackley,3,250,0.001,3,3,0.001,11.874720841616671,4.922830104827881
975,ackley,3,250,0.001,3,3,0.01,10.362417259420669,9.846001148223877
976,ackley,3,250,0.001,2,10,0.01,3.574451877906132,16.40919852256775
977,ackley,3,250,0.001,3,5,0.001,10.612260421700489,8.547307252883911
978,sphere,10,1000,0.1,4,5,0.1,6793.439033072165,52.662375688552856
979,sphere,10,1000,0.1,3,10,0.1,6949.592807032303,86.36107015609741
980,ackley,3,250,0.001,2,10,0.1,6.4974204162527585,102.77912950515747
981,ackley,3,250,0.001,3,3,0.1,5.812578217458988,4.980738639831543
982,ackley,3,250,0.001,3,5,0.01,9.085516172324445,1016.8247580528259
983,ackley,3,250,0.001,3,5,0.1,9.15433888031493,2033.5356101989746
984,ackley,3,250,0.001,3,10,0.001,11.163442636815011,1025.0776302814484
985,ackley,3,250,0.001,4,3,0.001,8.92072902981898,1013.4522571563721
986,ackley,3,250,0.001,4,5,0.001,9.634384162669104,1017.2364552021025
987,ackley,3,250,0.001,4,3,0.01,8.058336301420754,5.266878128051758
988,ackley,3,250,0.001,3,10,0.01,4.89436718766142,1025.5082585811615
989,ackley,3,250,0.001,4,5,0.01,9.047829296477268,8.68432331085205
990,ackley,3,250,0.001,3,10,0.1,3.9114712562174607,1025.2478284835815
991,ackley,3,250,0.001,4,3,0.1,5.507404499444963,5.004274368286133
992,sphere,10,1000,0.1,4,10,0.001,6445.934157375918,1097.4407498836517
993,ackley,3,250,0.001,4,5,0.1,4.228323263609671,8.358509302139282
994,ackley,3,250,0.01,2,3,0.001,10.474208973250992,4.808697700500488
995,ackley,3,250,0.001,4,10,0.001,3.81166940282974,17.15460968017578
996,ackley,3,250,0.01,2,3,0.01,4.884125938300482,4.850896596908569
997,ackley,3,250,0.001,4,10,0.01,5.648609364074662,17.154452323913574
998,ackley,3,250,0.01,2,5,0.001,13.026145464585095,8.214183568954468
999,ackley,3,250,0.01,2,3,0.1,5.817688953738017,5.12484073638916
1000,ackley,3,250,0.01,2,5,0.01,4.505773318606263,8.309439182281494
1001,ackley,3,250,0.01,3,3,0.001,11.843485084076203,5.159443616867065
1002,ackley,3,250,0.01,2,5,0.1,13.15914664733892,8.485034704208374
1003,ackley,3,250,0.001,4,10,0.1,6.5377192911457165,16.97430157661438
1004,ackley,3,250,0.01,2,10,0.001,7.546790665244714,33.776692628860474
1005,sphere,10,1000,0.1,4,10,0.01,5075.332873375749,1131.172652721405
1006,ackley,3,250,0.01,3,3,0.01,7.717882856685158,5.3462560176849365
1007,ackley,3,250,0.01,3,5,0.001,10.60074013384998,8.743978023529053
1008,ackley,3,250,0.01,2,10,0.01,4.884125885909729,17.098362684249878
1009,ackley,3,250,0.01,3,3,0.1,6.451820142870126,5.4152936935424805
1010,ackley,3,250,0.01,3,5,0.01,10.67394276292638,8.898848533630371
1011,ackley,3,250,0.01,4,3,0.001,12.194782074377176,5.439824342727661
1012,ackley,3,250,0.01,2,10,0.1,7.780711824367174,17.52717137336731
1013,ackley,3,250,0.01,3,5,0.1,4.505773334655938,9.041291952133179
1014,ackley,3,250,0.01,4,3,0.01,8.78425305377579,5.461605072021484
1015,ackley,3,250,0.01,3,10,0.001,10.018055715510023,18.088327407836914
1016,ackley,3,250,0.01,4,5,0.001,11.48193949139748,9.14367961883545
1017,ackley,3,250,0.01,4,3,0.1,6.777889033856459,5.563132047653198
1018,ackley,3,250,0.01,3,10,0.01,9.353016785798529,18.184839963912964
1019,ackley,3,250,0.01,4,5,0.01,5.817688970668922,9.552853107452393
1020,ackley,3,250,0.1,2,3,0.001,12.10474849520351,5.498267650604248
1021,ackley,3,250,0.01,3,10,0.1,6.984597711583881,18.434808254241943
1022,ackley,3,250,0.01,4,5,0.1,11.425357288357985,9.526122093200684
1023,ackley,3,250,0.1,2,3,0.01,11.68637641189372,5.703150510787964
1024,sphere,10,1000,0.1,4,10,0.1,5175.394971664276,1101.4770181179047
1025,ackley,3,250,0.1,2,5,0.001,5.533097295894471,9.356051445007324
1026,ackley,3,250,0.01,4,10,0.001,4.884126137854409,18.960196018218994
1027,ackley,3,250,0.1,2,3,0.1,10.845075398028165,5.738999605178833
1028,ackley,3,250,0.01,4,10,0.01,7.313380929980793,19.17934274673462
1029,ackley,3,250,0.1,2,5,0.01,9.88013107528618,9.43200397491455
1030,ackley,3,250,0.1,3,3,0.001,12.160969350634655,5.829357624053955
1031,ackley,3,250,0.01,4,10,0.1,6.328115311050862,19.644238471984863
1032,ackley,3,250,0.1,2,5,0.1,6.08156591003976,9.73322057723999
1033,ackley,3,250,0.1,3,3,0.01,5.533095071853872,5.925325632095337
1034,ackley,3,250,0.1,3,5,0.001,6.9846006774427565,9.84012246131897
1035,ackley,3,250,0.1,2,10,0.001,9.001042629614515,19.095933198928833
1036,ackley,3,250,0.1,3,5,0.01,6.984600303040626,9.956318378448486
1037,ackley,3,250,0.1,3,3,0.1,7.7178408022235185,5.991424083709717
1038,ackley,3,250,0.1,2,10,0.01,9.77998822147141,19.46058464050293
1039,ackley,3,250,0.1,4,3,0.001,10.434551860825742,6.174081563949585
1040,ackley,3,250,0.1,3,5,0.1,7.882049216619924,10.249061584472656
1041,ackley,3,250,0.1,2,10,0.1,2.958291243996978,20.138200283050537
1042,ackley,3,250,0.1,4,3,0.01,6.328115838800212,6.394396781921387
1043,ackley,3,250,0.1,4,5,0.001,11.072697098443314,10.438172578811646
1044,ackley,3,250,0.1,3,10,0.001,6.559649180572588,20.560377597808838
1045,ackley,3,250,0.1,4,3,0.1,6.081570552634243,6.316465139389038
1046,ackley,3,250,0.1,4,5,0.01,0.0043882355101314,10.448593616485596
1047,ackley,3,250,0.1,3,10,0.01,4.505775716209801,20.59798574447632
1048,ackley,3,250,0.1,4,5,0.1,8.039797708276108,10.767196893692017
1049,ackley,3,250,0.1,3,10,0.1,9.23902816514464,20.8086416721344
1050,ackley,3,500,0.001,2,3,0.001,9.577048507191764,12.647929191589355
1051,ackley,3,250,0.1,4,10,0.001,9.23902631739107,21.266923189163208
1052,ackley,3,250,0.1,4,10,0.01,4.88413193312568,42.794042110443115
1053,ackley,3,500,0.001,2,3,0.01,5.479639756391624,12.824446678161621
1054,ackley,3,250,0.1,4,10,0.1,10.16671430194262,21.911613702774048
1055,ackley,3,500,0.001,2,3,0.1,8.900179095926335,12.937954902648926
1056,ackley,3,500,0.001,2,5,0.001,10.957946548746,21.486467599868774
1057,ackley,3,500,0.001,2,5,0.01,6.7434958391000865,43.14973831176758
1058,ackley,3,500,0.001,3,3,0.001,8.593882851948063,13.443803787231445
1059,ackley,3,500,0.001,2,5,0.1,7.043584512379372,21.879634618759155
1060,ackley,3,500,0.001,3,3,0.01,11.235922509180654,13.576099157333374
1061,ackley,3,500,0.001,3,5,0.001,8.150096919132325,22.50915241241455
1062,ackley,3,500,0.001,3,3,0.1,9.984396819800637,13.671032428741455
1063,ackley,3,500,0.001,3,5,0.01,5.037666958316514,22.89586901664734
1064,ackley,3,500,0.001,2,10,0.001,11.751237715898954,44.88418126106262
1065,ackley,3,500,0.001,2,10,0.01,8.540166834265237,89.93017292022705
1066,ackley,3,500,0.001,4,3,0.001,13.771873898428913,14.098867416381836
1067,ackley,3,500,0.001,3,5,0.1,6.777889020851706,22.937339544296265
1068,ackley,3,500,0.001,2,10,0.1,4.884714772881008,44.947359561920166
1069,ackley,3,500,0.001,4,3,0.01,5.69018845089834,14.188902139663696
1070,ackley,3,500,0.001,4,5,0.001,8.436976638065216,23.705652713775635
1071,ackley,3,500,0.001,3,10,0.001,13.752455850542958,46.67024540901184
1072,ackley,3,500,0.001,4,3,0.1,4.593200040356905,14.37993597984314
1073,ackley,3,500,0.001,3,10,0.01,4.599378803073481,46.758378982543945
1074,ackley,3,500,0.001,4,5,0.01,5.570221509315768,24.42868995666504
1075,ackley,3,500,0.01,2,3,0.001,9.239185974473784,14.48434829711914
1076,ackley,3,500,0.001,3,10,0.1,7.546857521550162,47.349398136138916
1077,ackley,3,500,0.001,4,5,0.1,7.329960743256532,24.428305864334106
1078,ackley,3,500,0.01,2,3,0.01,2.9582796425316222,14.49671983718872
1079,ackley,3,500,0.01,2,5,0.001,8.505808125581533,24.37185287475586
1080,ackley,3,500,0.001,4,10,0.001,13.903365323626124,49.0009126663208
1081,ackley,3,500,0.01,2,3,0.1,8.748566414603175,14.92994213104248
1082,ackley,3,500,0.01,2,5,0.01,9.239025379939374,25.04297161102295
1083,ackley,3,500,0.001,4,10,0.01,6.9910799157005385,49.883995056152344
1084,ackley,3,500,0.01,3,3,0.001,11.145781695201237,15.43622875213623
1085,ackley,3,500,0.01,2,5,0.1,6.9890174133676854,25.083139896392822
1086,ackley,3,500,0.001,4,10,0.1,7.049973909603359,51.46881651878357
1087,ackley,3,500,0.01,3,3,0.01,4.909429583781314,15.98072600364685
1088,ackley,3,500,0.01,3,5,0.001,12.582743180444073,25.99269199371338
1089,ackley,3,500,0.01,2,10,0.001,9.880130839200254,50.541683197021484
1090,ackley,3,500,0.01,3,3,0.1,6.328115366444415,15.805105924606323
1091,ackley,3,500,0.01,3,5,0.01,12.729347902240804,26.33465814590454
1092,ackley,3,500,0.01,2,10,0.01,6.9845976987784795,51.77521228790283
1093,ackley,3,500,0.01,4,3,0.001,7.54671009558297,16.26541233062744
1094,ackley,3,500,0.01,2,10,0.1,6.081565477451527,52.03572225570679
1095,ackley,3,500,0.01,3,5,0.1,8.748566421489226,26.924725770950317
1096,ackley,3,500,0.01,4,3,0.01,9.57203128917394,16.101807355880737
1097,ackley,3,500,0.01,4,5,0.001,9.239025412927528,27.001075506210327
1098,ackley,3,500,0.01,3,10,0.001,8.748566433673876,53.22930550575256
1099,ackley,3,500,0.01,4,3,0.1,8.616268846029145,16.18800115585327
1100,ackley,3,500,0.01,4,5,0.01,4.505773305497204,27.126814126968384
1101,ackley,3,500,0.01,3,10,0.01,4.505773276967734,53.46352410316467
1102,ackley,3,500,0.1,2,3,0.001,10.845075838359916,15.776248931884766
1103,ackley,3,500,0.01,4,5,0.1,9.238994501314592,27.33250617980957
1104,ackley,3,500,0.01,3,10,0.1,9.001041504619973,54.27635645866394
1105,ackley,3,500,0.1,2,3,0.01,8.876759541661963,16.16667914390564
1106,ackley,3,500,0.1,2,5,0.001,14.606191168269664,26.724995374679565
1107,ackley,3,500,0.01,4,10,0.001,4.50577333292474,54.43994164466858
1108,ackley,3,500,0.1,2,3,0.1,8.876757352797474,16.605540990829468
1109,ackley,3,500,0.1,2,5,0.01,0.0041355703952885,27.325350761413574
1110,ackley,3,500,0.01,4,10,0.01,10.685830177851528,55.53966188430786
1111,ackley,3,500,0.1,3,3,0.001,11.35729170911464,16.93968915939331
1112,ackley,3,500,0.1,2,5,0.1,8.876712484563438,28.277167320251465
1113,ackley,3,500,0.01,4,10,0.1,8.748566457989067,56.115368366241455
1114,ackley,3,500,0.1,3,3,0.01,0.0091889978885508,17.02493691444397
1115,ackley,3,500,0.1,3,5,0.001,7.882049298090076,28.219993114471436
1116,ackley,3,500,0.1,2,10,0.001,9.00109417475898,55.20093822479248
1117,ackley,3,500,0.1,3,3,0.1,12.776937345354892,17.232272624969482
1118,ackley,3,500,0.1,2,10,0.01,8.191699788928839,55.71749305725098
1119,ackley,3,500,0.1,3,5,0.01,2.1200608019481497,28.485068798065186
1120,ackley,3,500,0.1,4,3,0.001,4.884126257636993,17.08915376663208
1121,ackley,3,500,0.1,3,5,0.1,9.779987063428475,28.523566961288452
1122,ackley,3,500,0.1,2,10,0.1,8.191699797328852,56.963749408721924
1123,ackley,3,500,0.1,4,3,0.01,4.076127081894722,17.651909589767456
1124,ackley,3,500,0.1,4,5,0.001,8.191700331559437,28.985113382339478
1125,ackley,3,500,0.1,3,10,0.001,11.87128157346673,57.576218605041504
1126,ackley,3,500,0.1,4,3,0.1,7.71783995276402,17.40399193763733
1127,ackley,3,500,0.1,4,5,0.01,3.5744537858751184,28.983420610427856
1128,ackley,3,500,0.1,3,10,0.01,10.603804616463648,57.11856269836426
1129,ackley,3,500,0.1,4,5,0.1,11.74899495475057,29.040965795516968
1130,ackley,3,500,0.1,3,10,0.1,11.217547458827951,57.30847454071045
1131,ackley,3,750,0.001,2,3,0.001,10.197827968014588,25.248791217803955
1132,ackley,3,750,0.001,2,3,0.01,7.0467638987187655,51.140321254730225
1133,ackley,3,500,0.1,4,10,0.001,7.717886523742703,59.147533893585205
1134,ackley,3,500,0.1,4,10,0.01,6.777889142364495,117.6289472579956
1135,ackley,3,750,0.001,2,5,0.001,11.984318888427875,43.354663133621216
1136,ackley,3,750,0.001,2,3,0.1,3.841085642093692,26.188339710235596
1137,ackley,3,750,0.001,2,5,0.01,6.984597694120305,43.30847430229187
1138,ackley,3,500,0.1,4,10,0.1,7.7178383069225855,58.731438636779785
1139,ackley,3,750,0.001,3,3,0.001,15.445439011020074,26.696528911590576
1140,ackley,3,750,0.001,2,5,0.1,11.748588018972004,43.80068325996399
1141,ackley,3,750,0.001,3,3,0.01,8.664456963887563,26.43538999557495
1142,ackley,3,750,0.001,3,5,0.001,14.51801071577981,44.00073218345642
1143,ackley,3,750,0.001,3,3,0.1,4.505773258740081,26.901843547821045
1144,ackley,3,750,0.001,2,10,0.001,13.66391454913886,87.20663547515869
1145,ackley,3,750,0.001,3,5,0.01,4.900147432484275,43.98531723022461
1146,ackley,3,750,0.001,2,10,0.01,9.001041490583834,87.71110820770264
1147,ackley,3,750,0.001,3,5,0.1,4.374508793719489,43.887038469314575
1148,ackley,3,750,0.001,4,3,0.001,10.11417725136325,26.366257190704346
1149,ackley,3,750,0.001,2,10,0.1,7.717882841381703,87.51924324035645
1150,ackley,3,750,0.001,4,3,0.01,10.773260855518425,26.634600400924683
1151,ackley,3,750,0.001,3,10,0.001,9.597576353369057,89.0685555934906
1152,ackley,3,750,0.001,4,5,0.001,10.04042451423335,44.742364168167114
1153,ackley,3,750,0.001,4,3,0.1,5.6932635232659266,26.77052092552185
1154,ackley,3,750,0.001,3,10,0.01,9.440496350021313,88.52182698249817
1155,ackley,3,750,0.001,4,5,0.01,7.256880093993685,45.51454949378967
1156,ackley,3,750,0.01,2,3,0.001,4.884125925342612,27.20296311378479
1157,ackley,3,750,0.001,3,10,0.1,3.574451878819247,89.43809771537781
1158,ackley,3,750,0.001,4,5,0.1,6.081565295470664,45.79366707801819
1159,ackley,3,750,0.01,2,3,0.01,7.717836589759635,26.86093306541443
1160,ackley,3,750,0.01,2,5,0.001,6.081565316034737,45.21357870101929
1161,ackley,3,750,0.001,4,10,0.001,7.707210771388578,90.9738233089447
1162,ackley,3,750,0.01,2,3,0.1,8.616268851023078,26.889282703399658
1163,ackley,3,750,0.01,2,5,0.01,4.884125886417454,45.0296676158905
1164,ackley,3,750,0.001,4,10,0.01,7.684962383135984,91.46604490280151
1165,ackley,3,750,0.01,3,3,0.001,11.558044775781635,27.5817232131958
1166,ackley,3,750,0.01,2,5,0.1,11.217546593010532,45.2161660194397
1167,ackley,3,750,0.001,4,10,0.1,7.683487915855665,92.14525985717773
1168,ackley,3,750,0.01,3,3,0.01,0.0010729613537283,27.474370002746582
1169,ackley,3,750,0.01,2,10,0.001,5.533092318765835,90.06819367408752
1170,ackley,3,750,0.01,3,5,0.001,7.717882861465675,45.47609043121338
1171,ackley,3,750,0.01,3,3,0.1,8.338186017824103,27.67148756980896
1172,ackley,3,750,0.01,3,5,0.01,11.21752911869198,1059.4245312213898
1173,ackley,3,750,0.01,2,10,0.01,5.817688933313477,1104.7456855773926
1174,ackley,3,750,0.01,4,3,0.001,10.16673839705545,1039.265305042267
1175,ackley,3,750,0.01,3,5,0.1,2.9582796454739335,1054.478536605835
1176,ackley,3,750,0.01,2,10,0.1,6.900564107386549,1099.578275680542
1177,ackley,3,750,0.01,4,3,0.01,5.53309228181584,16.396055698394775
1178,ackley,3,750,0.01,4,5,0.001,10.434549695298632,1048.6345479488373
1179,ackley,3,750,0.01,3,10,0.001,9.23899450384624,1091.4982380867004
1180,ackley,3,750,0.01,4,3,0.1,5.817688960131154,15.011584281921387
1181,ackley,3,750,0.01,4,5,0.01,10.766248800494282,25.37882351875305
1182,ackley,3,750,0.01,3,10,0.01,4.884125978000785,1083.8424518108368
1183,ackley,3,750,0.1,2,3,0.001,4.505773264777101,14.514498949050903
1184,ackley,3,750,0.01,4,5,0.1,6.328115293668372,24.65563201904297
1185,ackley,3,750,0.01,3,10,0.1,4.076124221685038,1075.178995847702
1186,ackley,3,750,0.1,2,3,0.01,9.880131134425207,15.08624529838562
1187,ackley,3,750,0.1,2,5,0.001,4.884130852866761,24.826725244522095
1188,ackley,3,750,0.01,4,10,0.001,6.328115303562441,1069.7308356761932
1189,ackley,3,750,0.1,2,3,0.1,8.191699177331378,15.365294933319092
1190,ackley,3,750,0.1,2,5,0.01,7.88204845737833,26.149060249328613
1191,ackley,3,750,0.01,4,10,0.01,9.677318197790504,51.13124632835388
1192,ackley,3,750,0.1,3,3,0.001,8.191699058724124,16.414484977722168
1193,ackley,3,750,0.1,2,5,0.1,8.191699065946985,27.05167031288147
1194,ackley,3,750,0.01,4,10,0.1,0.0001396489956317,53.14212393760681
1195,ackley,3,750,0.1,3,3,0.01,6.9845981351776345,17.14544439315796
1196,ackley,3,750,0.1,3,5,0.001,9.23902575424276,28.22499132156372
1197,ackley,3,750,0.1,2,10,0.001,12.532553624775044,53.407550573349
1198,ackley,3,750,0.1,3,3,0.1,10.166713612869414,17.81123685836792
1199,ackley,3,750,0.1,3,5,0.01,0.0038261696902819,29.026466608047485
1200,ackley,3,750,0.1,2,10,0.01,5.817691582371339,55.1956832408905
1201,ackley,3,750,0.1,4,3,0.001,6.984599006986722,18.453768968582153
1202,ackley,3,750,0.1,3,5,0.1,7.546790899975033,30.355538368225098
1203,ackley,3,750,0.1,2,10,0.1,8.3381864487097,58.07099461555481
1204,ackley,3,750,0.1,4,3,0.01,7.546791351502016,18.777735233306885
1205,ackley,3,750,0.1,3,10,0.001,10.520065985131676,59.30563998222351
1206,ackley,3,750,0.1,4,5,0.001,4.884129902818621,31.457399129867554
1207,ackley,3,750,0.1,4,5,0.01,8.191699644240174,63.720603704452515
1208,ackley,3,750,0.1,4,3,0.1,8.191700231052106,19.670532941818237
1209,ackley,3,750,0.1,3,10,0.01,4.505774574513179,62.094685316085815
1210,ackley,3,1000,0.001,2,3,0.001,10.031741587553675,26.262465476989746
1211,ackley,3,750,0.1,4,5,0.1,5.817690196168986,33.7626895904541
1212,ackley,3,750,0.1,3,10,0.1,7.546791021337663,64.89483046531677
1213,ackley,3,1000,0.001,2,3,0.01,9.076387860563878,26.988421201705933
1214,ackley,3,750,0.1,4,10,0.001,2.12005925109904,67.03643441200256
1215,ackley,3,1000,0.001,2,5,0.001,13.64217904800488,44.836833000183105
1216,ackley,3,1000,0.001,2,3,0.1,6.9963583381848675,27.89607262611389
1217,ackley,3,750,0.1,4,10,0.01,2.1200550102874556,68.49613904953003
1218,ackley,3,1000,0.001,2,5,0.01,10.16671346583962,45.84556341171265
1219,ackley,3,750,0.1,4,10,0.1,11.14576340303258,68.8061625957489
1220,ackley,3,1000,0.001,3,3,0.001,13.163043657520175,28.7312273979187
1221,ackley,3,1000,0.001,2,5,0.1,4.50577927036996,47.33174419403076
1222,ackley,3,1000,0.001,3,3,0.01,10.136760326536756,29.073185682296753
1223,ackley,3,1000,0.001,3,5,0.001,11.888212235584678,48.55286979675293
1224,ackley,3,1000,0.001,3,3,0.1,7.287468015561245,30.307212352752686
1225,ackley,3,1000,0.001,2,10,0.001,11.61624819548205,94.55901098251343
1226,ackley,3,1000,0.001,3,5,0.01,4.884125871974252,49.87340688705444
1227,ackley,3,1000,0.001,2,10,0.01,7.355332905120243,96.82339978218079
1228,ackley,3,1000,0.001,4,3,0.001,12.035311869746884,31.07276463508606
1229,ackley,3,1000,0.001,3,5,0.1,6.8598153127248676,51.56378483772278
1230,ackley,3,1000,0.001,2,10,0.1,9.66626865983681,98.78882241249084
1231,ackley,3,1000,0.001,4,3,0.01,6.984597694185091,31.603999853134155
1232,ackley,3,1000,0.001,4,5,0.001,8.851238782672027,53.30902338027954
1233,ackley,3,1000,0.001,3,10,0.001,3.274217059208532,103.35871076583862
1234,ackley,3,1000,0.001,4,3,0.1,9.393373799776631,32.73685026168823
1235,ackley,3,1000,0.001,3,10,0.01,13.430586855342932,103.31860899925232
1236,ackley,3,1000,0.001,4,5,0.01,6.069817913976802,54.30199861526489
1237,ackley,3,1000,0.01,2,3,0.001,6.777889038196426,964.16504073143
1238,ackley,3,1000,0.001,3,10,0.1,13.533373757818769,1037.3013396263123
1239,ackley,3,1000,0.001,4,5,0.1,8.19169903386898,985.254977464676
1240,ackley,3,1000,0.01,2,3,0.01,8.039793417762414,959.1688587665558
1241,ackley,3,1000,0.01,2,5,0.001,13.050071556005417,976.466632604599
1242,ackley,3,1000,0.001,4,10,0.001,13.782392058224442,1030.521740913391
1243,ackley,3,1000,0.01,2,3,0.1,5.817688946399979,19.42220950126648
1244,ackley,3,1000,0.01,2,5,0.01,8.191699065002227,968.5692150592804
1245,ackley,3,1000,0.001,4,10,0.01,6.3281152849292255,1023.3534390926361
1246,ackley,3,1000,0.01,3,3,0.001,10.52006491748459,19.902373790740967
1247,ackley,3,1000,0.01,2,5,0.1,8.748566407533374,32.49946880340576
1248,ackley,3,1000,0.001,4,10,0.1,12.12081498435684,1016.7465970516205
1249,ackley,3,1000,0.01,3,3,0.01,6.328115288574388,20.281267166137695
1250,ackley,3,1000,0.01,3,5,0.001,6.777889035293498,33.353631019592285
1251,ackley,3,1000,0.01,2,10,0.001,12.6322650468789,1009.4130494594574
1252,ackley,3,1000,0.01,3,3,0.1,9.677308083153454,909.8229761123657
1253,ackley,3,1000,0.01,3,5,0.01,12.729347709002802,923.5678350925446
1254,ackley,3,1000,0.01,2,10,0.01,7.882048126595421,956.0229332447052
1255,ackley,3,1000,0.01,4,3,0.001,7.8820481163179,910.0216376781464
1256,ackley,3,1000,0.01,3,5,0.1,6.081565299331405,923.6386201381683
1257,ackley,3,1000,0.01,2,10,0.1,2.1200533881457884,955.5278694629669
1258,ackley,3,1000,0.01,4,3,0.01,8.876756088182482,19.903501272201538
1259,ackley,3,1000,0.01,4,5,0.001,12.632265045981992,923.4586789608002
1260,ackley,3,1000,0.01,3,10,0.001,9.239025374351886,956.8558735847473
1261,ackley,3,1000,0.01,4,3,0.1,8.748516318788514,19.810577392578125
1262,ackley,3,1000,0.01,4,5,0.01,8.876711945015922,33.69365072250366
1263,ackley,3,1000,0.01,3,10,0.01,6.081565301503275,957.3471095561981
1264,ackley,3,1000,0.1,2,3,0.001,13.13669051134568,20.289846897125244
1265,ackley,3,1000,0.01,4,5,0.1,5.817688931702637,33.58259701728821
1266,ackley,3,1000,0.01,3,10,0.1,10.766237368146708,957.4467990398407
1267,ackley,3,1000,0.1,2,3,0.01,5.8176903149621175,21.301557302474976
1268,ackley,3,1000,0.1,2,5,0.001,12.32474204413326,34.959232330322266
1269,ackley,3,1000,0.01,4,10,0.001,7.882048102438457,69.7468101978302
1270,ackley,3,1000,0.1,2,3,0.1,8.616269062524069,21.711881160736084
1271,ackley,3,1000,0.1,2,5,0.01,11.42534328951978,189.2069652080536
1272,ackley,3,1000,0.01,4,10,0.01,6.081565312592755,223.3032042980194
1273,ackley,3,1000,0.1,3,3,0.001,10.766249526929734,174.21661520004272
1274,ackley,3,1000,0.1,2,5,0.1,6.984599556003909,187.9981541633606
1275,ackley,3,1000,0.01,4,10,0.1,10.845073101071064,223.28742575645447
1276,ackley,3,1000,0.1,3,3,0.01,3.574452004113255,19.86353850364685
