,antigen_recognition_function,antigenic_feature_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,immune_responses,immune_memory_lymphocytes_count,best_fitness,elapsed_time
2398,rastrigin,5,500,0.1,2,3,0.001,12.934698889737874,21.383869171142578
2399,rastrigin,5,500,0.01,4,5,0.1,6.964708738516492,37.80259823799133
2400,rastrigin,5,500,0.01,3,10,0.1,16.914263911151373,73.92034602165222
2401,rastrigin,5,500,0.1,2,3,0.01,13.9294309196696,21.33485198020935
2402,rastrigin,5,500,0.1,2,5,0.001,13.929697542645885,35.951355934143066
2403,rastrigin,5,500,0.01,4,10,0.001,14.924356841238705,75.45725870132446
2404,rastrigin,5,500,0.1,2,3,0.1,9.949641186844232,21.954689264297485
2405,rastrigin,5,500,0.1,2,5,0.01,7.959834317456362,35.84814786911011
2406,rastrigin,5,500,0.01,4,10,0.01,13.929398178300753,75.25452208518982
2407,rastrigin,5,500,0.1,3,3,0.001,10.944666915559688,22.496137380599976
2408,rastrigin,5,500,0.1,2,5,0.1,14.9244208628498,36.64573621749878
2409,rastrigin,5,500,0.01,4,10,0.1,10.944540441401088,75.30414986610413
2410,rastrigin,5,500,0.1,3,3,0.01,4.975389714530223,22.406031131744385
2411,rastrigin,5,500,0.1,2,10,0.001,10.9450970005583,72.67690753936768
2412,rastrigin,5,500,0.1,3,5,0.001,18.904400766724784,37.672520875930786
2413,rastrigin,5,500,0.1,3,3,0.1,13.929520005241656,22.562050580978394
2414,rastrigin,5,500,0.1,2,10,0.01,5.970098122010569,72.92764735221863
2415,rastrigin,5,500,0.1,3,5,0.01,19.899256953211328,37.41028594970703
2416,rastrigin,5,500,0.1,4,3,0.001,3.982069861983014,22.927926301956177
2417,rastrigin,5,500,0.1,2,10,0.1,13.929430133136933,73.2697479724884
2418,rastrigin,5,500,0.1,3,5,0.1,17.909326464220058,37.83232498168945
2419,rastrigin,5,500,0.1,4,3,0.01,8.95499916374365,22.878660202026367
2420,rastrigin,5,500,0.1,4,5,0.001,8.954965468922211,38.243497371673584
2421,rastrigin,5,500,0.1,3,10,0.001,14.92448669884461,75.43649458885193
2422,rastrigin,5,500,0.1,4,3,0.1,6.9647882700067925,22.594439029693604
2423,rastrigin,5,500,0.1,4,5,0.01,8.954955471328773,37.81438875198364
2424,rastrigin,5,500,0.1,3,10,0.01,24.873913208807824,74.59213304519653
2425,rastrigin,5,500,0.1,3,10,0.1,12.934586933383336,149.04717254638672
2426,rastrigin,5,500,0.1,4,5,0.1,5.96984068059173,37.72111892700195
2427,rastrigin,5,750,0.001,2,3,0.001,21.04263308676856,33.06012725830078
2428,rastrigin,5,500,0.1,4,10,0.001,17.909408745767877,75.0586302280426
2429,rastrigin,5,750,0.001,2,3,0.01,21.66617115341228,32.66085076332092
2430,rastrigin,5,750,0.001,2,5,0.001,40.2092533977503,54.82120394706726
2431,rastrigin,5,500,0.1,4,10,0.01,1.9928048342957256,75.2780647277832
2432,rastrigin,5,750,0.001,2,3,0.1,20.479959469646584,32.581043004989624
2433,rastrigin,5,750,0.001,2,5,0.01,16.124001722290828,54.282604455947876
2434,rastrigin,5,500,0.1,4,10,0.1,12.934501613028068,74.37599396705627
2435,rastrigin,5,750,0.001,3,3,0.001,18.060305754803803,32.71474504470825
2436,rastrigin,5,750,0.001,2,5,0.1,18.905976429774658,54.267900466918945
2437,rastrigin,5,750,0.001,3,3,0.01,13.14452773810855,32.9460608959198
2438,rastrigin,5,750,0.001,3,5,0.001,25.52535892251388,54.59539318084717
2439,rastrigin,5,750,0.001,3,3,0.1,20.93586455914634,32.68333959579468
2440,rastrigin,5,750,0.001,2,10,0.001,25.96658877634966,107.62967562675476
2441,rastrigin,5,750,0.001,3,5,0.01,16.626977936797772,55.02858090400696
2442,rastrigin,5,750,0.001,2,10,0.01,11.952010504096137,107.6518394947052
2443,rastrigin,5,750,0.001,3,5,0.1,17.909222683914706,55.62072682380676
2444,rastrigin,5,750,0.001,4,3,0.001,5.360829092031651,34.44901919364929
2445,rastrigin,5,750,0.001,2,10,0.1,23.39121260012392,107.84581470489502
2446,rastrigin,5,750,0.001,4,3,0.01,21.46342464534767,33.9604868888855
2447,rastrigin,5,750,0.001,4,5,0.001,23.694382582282618,56.8735191822052
2448,rastrigin,5,750,0.001,3,10,0.001,33.37140684408037,110.61443090438843
2449,rastrigin,5,750,0.001,4,3,0.1,16.940864003189674,34.05572009086609
2450,rastrigin,5,750,0.001,3,10,0.01,15.9193096065691,110.37325930595398
2451,rastrigin,5,750,0.001,4,5,0.01,2.984877654405921,56.62230563163757
2452,rastrigin,5,750,0.01,2,3,0.001,5.969760174781335,33.167564868927
2453,rastrigin,5,750,0.001,3,10,0.1,5.969749312974216,111.97741198539734
2454,rastrigin,5,750,0.001,4,5,0.1,20.894079657616192,57.01760125160217
2455,rastrigin,5,750,0.01,2,3,0.01,6.96471020668907,32.93357610702515
2456,rastrigin,5,750,0.01,2,5,0.001,17.909164247515164,55.21526384353638
2457,rastrigin,5,750,0.001,4,10,0.001,21.936382708518565,113.64344620704651
2458,rastrigin,5,750,0.01,2,3,0.1,11.939479137107384,32.71158409118652
2459,rastrigin,5,750,0.01,2,5,0.01,19.312054661077664,54.658106327056885
2460,rastrigin,5,750,0.001,4,10,0.01,34.00913105322247,114.46062278747559
2461,rastrigin,5,750,0.01,3,3,0.001,14.382496865843253,33.37941813468933
2462,rastrigin,5,750,0.01,2,5,0.1,13.929415316387557,54.54304909706116
2463,rastrigin,5,750,0.001,4,10,0.1,14.924350552765482,113.4755551815033
2464,rastrigin,5,750,0.01,3,3,0.01,20.894079880834216,33.580605030059814
2465,rastrigin,5,750,0.01,3,5,0.001,17.909162245165085,55.60035538673401
2466,rastrigin,5,750,0.01,2,10,0.001,24.873866028753795,110.94986176490784
2467,rastrigin,5,750,0.01,3,3,0.1,9.94958089601387,33.55803203582764
2468,rastrigin,5,750,0.01,2,10,0.01,7.959667526019437,109.72152376174927
2469,rastrigin,5,750,0.01,3,5,0.01,11.939480568268593,56.44524002075195
2470,rastrigin,5,750,0.01,4,3,0.001,8.954622799416967,34.6114068031311
2471,rastrigin,5,750,0.01,2,10,0.1,17.909223877122336,109.62679767608643
2472,rastrigin,5,750,0.01,3,5,0.1,9.949585236198686,56.55873894691467
2473,rastrigin,5,750,0.01,4,3,0.01,11.93948039799109,34.498918771743774
2474,rastrigin,5,750,0.01,4,5,0.001,7.9596667717295375,57.987598180770874
2475,rastrigin,5,750,0.01,3,10,0.001,11.939479174719176,113.39103102684021
2476,rastrigin,5,750,0.01,4,3,0.1,25.868864982446603,34.26680302619934
2477,rastrigin,5,750,0.01,3,10,0.01,7.959666433380406,112.70198369026184
2478,rastrigin,5,750,0.01,4,5,0.01,13.929413248394567,57.648154973983765
2479,rastrigin,5,750,0.1,2,3,0.001,21.88907108295099,33.08170461654663
2480,rastrigin,5,750,0.01,4,5,0.1,7.959668311903243,57.188366174697876
2481,rastrigin,5,750,0.01,3,10,0.1,5.969749491059574,112.03940463066101
2482,rastrigin,5,750,0.1,2,3,0.01,13.929470980263538,32.364513874053955
2483,rastrigin,5,750,0.1,2,5,0.001,18.904290278757937,55.06086277961731
2484,rastrigin,5,750,0.01,4,10,0.001,14.924353065978336,114.25241422653198
2485,rastrigin,5,750,0.1,2,3,0.1,13.929437187345322,32.738247871398926
2486,rastrigin,5,750,0.1,2,5,0.01,5.970018062955816,54.859224796295166
2487,rastrigin,5,750,0.01,4,10,0.01,7.95967022303428,113.18087720870972
2488,rastrigin,5,750,0.1,3,3,0.001,21.88902464161307,33.992039918899536
2489,rastrigin,5,750,0.1,2,5,0.1,6.964790042391371,54.63941431045532
2490,rastrigin,5,750,0.1,3,3,0.01,17.90925921089857,33.63618803024292
2491,rastrigin,5,750,0.01,4,10,0.1,11.939494176696968,113.24540090560913
2492,rastrigin,5,750,0.1,3,5,0.001,31.838458746158736,55.71074914932251
2493,rastrigin,5,750,0.1,2,10,0.001,18.904219287781977,109.13244581222534
2494,rastrigin,5,750,0.1,3,3,0.1,3.9803154147182056,33.16793894767761
2495,rastrigin,5,750,0.1,3,5,0.01,18.904197507973045,55.68910193443298
2496,rastrigin,5,750,0.1,2,10,0.01,3.9804633090059696,110.39256143569946
2497,rastrigin,5,750,0.1,4,3,0.001,2.9875022888937934,34.331454277038574
2498,rastrigin,5,750,0.1,2,10,0.1,5.9698774374635875,110.50646114349365
2499,rastrigin,5,750,0.1,3,5,0.1,12.934840621574942,56.99176073074341
2500,rastrigin,5,750,0.1,4,3,0.01,4.975563395111237,34.38283586502075
2501,rastrigin,5,750,0.1,4,5,0.001,3.981138712190877,57.2358193397522
2502,rastrigin,5,750,0.1,3,10,0.001,14.924463332618489,112.13406014442444
2503,rastrigin,5,750,0.1,4,3,0.1,7.959725786091191,33.845688819885254
2504,rastrigin,5,750,0.1,4,5,0.01,21.889036634751584,57.4840784072876
2505,rastrigin,5,750,0.1,3,10,0.01,2.986388665492605,112.68488311767578
2506,rastrigin,5,1000,0.001,2,3,0.001,19.335195695377745,44.51520776748657
2507,rastrigin,5,750,0.1,3,10,0.1,6.964757352267796,112.6022310256958
2508,rastrigin,5,750,0.1,4,5,0.1,2.9849427104860595,57.44789695739746
2509,rastrigin,5,1000,0.001,2,3,0.01,20.894034049581112,44.96296525001526
2510,rastrigin,5,750,0.1,4,10,0.001,12.93463680747132,114.41595697402954
2511,rastrigin,5,1000,0.001,2,5,0.001,33.68992570841188,74.11940288543701
2512,rastrigin,5,750,0.1,4,10,0.01,14.924411297937368,113.89222860336304
2513,rastrigin,5,1000,0.001,2,3,0.1,19.559322587316803,43.58402395248413
2514,rastrigin,5,1000,0.001,2,5,0.01,17.909161910213918,73.82228255271912
2515,rastrigin,5,750,0.1,4,10,0.1,6.964724733804495,113.09422016143799
2516,rastrigin,5,1000,0.001,3,3,0.001,14.545072525359302,44.15756964683533
2517,rastrigin,5,1000,0.001,2,5,0.1,14.99992660470766,73.20956802368164
2518,rastrigin,5,1000,0.001,3,3,0.01,10.22342241562989,45.145347356796265
2519,rastrigin,5,1000,0.001,3,5,0.001,19.659620479076985,74.56961393356323
2520,rastrigin,5,1000,0.001,3,3,0.1,13.993916457206154,44.836180686950684
2521,rastrigin,5,1000,0.001,2,10,0.001,25.10373364967737,147.36753845214844
2522,rastrigin,5,1000,0.001,3,5,0.01,5.969749317262533,74.98152041435242
2523,rastrigin,5,1000,0.001,2,10,0.01,14.229283071437337,145.60405230522156
2524,rastrigin,5,1000,0.001,3,5,0.1,14.924350562727106,74.96341800689697
2525,rastrigin,5,1000,0.001,4,3,0.001,18.713451528871193,45.03814101219177
2526,rastrigin,5,1000,0.001,2,10,0.1,5.969749308688748,146.85684442520142
2527,rastrigin,5,1000,0.001,4,3,0.01,24.95106838285749,45.844995737075806
2528,rastrigin,5,1000,0.001,4,5,0.001,29.122642314064187,75.41387701034546
2529,rastrigin,5,1000,0.001,3,10,0.001,24.824940402839943,149.59794330596924
2530,rastrigin,5,1000,0.001,4,3,0.1,2.984877473946242,45.42960715293884
2531,rastrigin,5,1000,0.001,3,10,0.01,19.029464113771645,148.28273177146912
2532,rastrigin,5,1000,0.001,4,5,0.01,1.9899181512518211,74.98861932754517
2533,rastrigin,5,1000,0.01,2,3,0.001,20.894096206773348,43.956799030303955
2534,rastrigin,5,1000,0.001,3,10,0.1,24.396382946632425,149.41383457183838
2535,rastrigin,5,1000,0.001,4,5,0.1,5.969749358279692,76.78018355369568
2536,rastrigin,5,1000,0.01,2,3,0.01,12.934437803805125,44.884016275405884
2537,rastrigin,5,1000,0.01,2,5,0.001,13.92939564684928,74.24050498008728
2538,rastrigin,5,1000,0.001,4,10,0.001,24.06174990164675,153.03304886817932
2539,rastrigin,5,1000,0.01,2,3,0.1,7.959668537804866,44.34618306159973
2540,rastrigin,5,1000,0.01,2,5,0.01,12.93443865989262,73.7664406299591
2541,rastrigin,5,1000,0.001,4,10,0.01,7.959667505542313,152.76851153373718
2542,rastrigin,5,1000,0.01,3,3,0.001,18.90418279629867,44.30083203315735
2543,rastrigin,5,1000,0.01,2,5,0.1,18.90418211524504,74.01229667663574
2544,rastrigin,5,1000,0.001,4,10,0.1,4.9747902563631285,153.38770461082458
2545,rastrigin,5,1000,0.01,3,3,0.01,6.964710040247681,44.46351885795593
2546,rastrigin,5,1000,0.01,2,10,0.001,5.969758382434264,147.80798268318176
2547,rastrigin,5,1000,0.01,3,5,0.001,17.909224415806477,74.62641739845276
2548,rastrigin,5,1000,0.01,3,3,0.1,18.904182305323996,44.949705600738525
2549,rastrigin,5,1000,0.01,3,5,0.01,6.96471476054495,74.47713899612427
2550,rastrigin,5,1000,0.01,2,10,0.01,10.94452049185918,146.45774459838867
2551,rastrigin,5,1000,0.01,4,3,0.001,13.92939344509265,45.118959188461304
2552,rastrigin,5,1000,0.01,3,5,0.1,3.9798367574027935,74.72291803359985
2553,rastrigin,5,1000,0.01,2,10,0.1,14.92435384106512,146.14505863189697
2554,rastrigin,5,1000,0.01,4,3,0.01,16.914284462162485,46.08692407608032
2555,rastrigin,5,1000,0.01,4,5,0.001,12.93443983012918,75.69361758232117
2556,rastrigin,5,1000,0.01,3,10,0.001,10.944539985138064,149.10016226768494
2557,rastrigin,5,1000,0.01,4,3,0.1,2.984878722056834,45.51377725601196
2558,rastrigin,5,1000,0.01,4,5,0.01,3.979838969290924,75.903639793396
2559,rastrigin,5,1000,0.01,3,10,0.01,15.919325275736597,148.80816626548767
2560,rastrigin,5,1000,0.1,2,3,0.001,24.873894638211212,43.77012276649475
2561,rastrigin,5,1000,0.01,4,5,0.1,6.964709018598178,75.39014601707458
2562,rastrigin,5,1000,0.01,3,10,0.1,9.94958100378571,148.35909867286682
2563,rastrigin,5,1000,0.1,2,3,0.01,12.934574472520126,43.99444389343262
2564,rastrigin,5,1000,0.1,2,5,0.001,16.914434778056723,73.52943754196167
2565,rastrigin,5,1000,0.01,4,10,0.001,10.944522760806564,152.36340284347534
2566,rastrigin,5,1000,0.1,2,3,0.1,18.90420404909272,44.04363250732422
2567,rastrigin,5,1000,0.1,2,5,0.01,6.9649758103741135,73.07198691368103
2568,rastrigin,5,1000,0.01,4,10,0.01,16.914284916229825,151.8264982700348
2569,rastrigin,5,1000,0.1,3,3,0.001,6.965015405075626,44.20331692695618
2570,rastrigin,5,1000,0.1,2,5,0.1,9.949652741354337,72.48431611061096
2571,rastrigin,5,1000,0.01,4,10,0.1,0.0004078678644674,152.12999176979065
2572,rastrigin,5,1000,0.1,3,3,0.01,6.9647915430178955,44.410353660583496
2573,rastrigin,5,1000,0.1,3,5,0.001,12.934634145291447,74.26650309562683
2574,rastrigin,5,1000,0.1,2,10,0.001,11.939807695475409,146.42118096351624
2575,rastrigin,5,1000,0.1,3,3,0.1,19.89922014348291,43.80393671989441
2576,rastrigin,5,1000,0.1,2,10,0.01,6.965199586732133,145.27994394302368
2577,rastrigin,5,1000,0.1,3,5,0.01,2.9868511907504782,73.244375705719
2578,rastrigin,5,1000,0.1,4,3,0.001,6.965235234974003,45.04559397697449
2579,rastrigin,5,1000,0.1,2,10,0.1,12.934533286911112,144.8472375869751
2580,rastrigin,5,1000,0.1,3,5,0.1,18.90425076246286,74.12208533287048
2581,rastrigin,5,1000,0.1,4,3,0.01,12.934531803450524,45.77853226661682
2582,rastrigin,5,1000,0.1,4,5,0.001,17.909250156554236,75.4943175315857
2583,rastrigin,5,1000,0.1,3,10,0.001,8.955057237924052,147.16611909866333
2584,rastrigin,5,1000,0.1,4,3,0.1,18.90422986462448,44.86806678771973
2585,rastrigin,5,1000,0.1,4,5,0.01,2.985056028708371,75.61499547958374
2586,rastrigin,10,250,0.001,2,3,0.001,85.02993954435229,21.97878670692444
2587,rastrigin,5,1000,0.1,3,10,0.01,11.939663042990674,147.23157453536987
2588,rastrigin,10,250,0.001,2,5,0.001,78.01940727465029,36.73774027824402
2589,rastrigin,10,250,0.001,2,3,0.01,73.97301437025192,22.16699457168579
2590,rastrigin,5,1000,0.1,3,10,0.1,0.0280176648095675,147.1076943874359
2591,rastrigin,5,1000,0.1,4,5,0.1,16.914373554711084,75.15588855743408
2592,rastrigin,10,250,0.001,2,5,0.01,69.39652612383784,112.12380862236023
2593,rastrigin,10,250,0.001,2,3,0.1,73.61544382257279,21.739701986312866
2594,rastrigin,10,250,0.001,3,3,0.001,84.54787051355714,44.35116243362427
2595,rastrigin,10,250,0.001,2,5,0.1,74.33174774429997,36.36366868019104
2596,rastrigin,5,1000,0.1,4,10,0.001,17.909204898790378,149.1542193889618
2597,rastrigin,10,250,0.001,2,10,0.001,75.69927029829415,222.8114368915558
2598,rastrigin,10,250,0.001,3,5,0.001,80.64426884243042,37.60107111930847
2599,rastrigin,10,250,0.001,3,3,0.01,80.7335254821908,22.852509260177612
2600,rastrigin,10,250,0.001,2,10,0.01,64.54504488360539,73.65679478645325
2601,rastrigin,10,250,0.001,3,3,0.1,69.09176431291115,22.854710817337036
2602,rastrigin,10,250,0.001,3,5,0.01,74.96376768643965,38.101563453674316
2603,rastrigin,5,1000,0.1,4,10,0.01,5.96997772231898,151.408789396286
2604,rastrigin,10,250,0.001,4,3,0.001,83.67435131981057,23.3265860080719
2605,rastrigin,10,250,0.001,2,10,0.1,67.43540954495364,74.48283195495605
2606,rastrigin,10,250,0.001,3,10,0.001,76.00010912820714,149.42060041427612
2607,rastrigin,10,250,0.001,3,5,0.1,75.62605522336584,38.109261989593506
2608,rastrigin,5,1000,0.1,4,10,0.1,6.96569877542953,150.16213035583496
2609,rastrigin,10,250,0.001,4,3,0.01,84.18327859539153,23.1775381565094
2610,rastrigin,10,250,0.001,4,5,0.001,76.17744956202975,38.55224609375
2611,rastrigin,10,250,0.001,3,10,0.01,69.73533584339086,75.85883474349976
2612,rastrigin,10,250,0.001,4,3,0.1,81.39555729629679,23.437450647354126
2613,rastrigin,10,250,0.001,4,5,0.01,76.86616876958668,38.729084968566895
2614,rastrigin,10,250,0.01,2,3,0.001,57.289106096406606,22.77747082710266
2615,rastrigin,10,250,0.001,4,5,0.1,72.83268239213379,39.66869020462036
2616,rastrigin,10,250,0.001,3,10,0.1,69.63949273775776,77.50528645515442
2617,rastrigin,10,250,0.01,2,3,0.01,83.64942457209749,23.135202169418335
2618,rastrigin,10,250,0.01,2,5,0.001,25.13683798333372,38.33228397369385
2619,rastrigin,10,250,0.001,4,10,0.001,67.81165713519614,78.40716218948364
2620,rastrigin,10,250,0.01,2,3,0.1,75.37248201438857,23.090848207473755
2621,rastrigin,10,250,0.01,2,5,0.01,48.46336422566172,38.53463888168335
2622,rastrigin,10,250,0.001,4,10,0.01,72.77085836104243,78.35028314590454
2623,rastrigin,10,250,0.01,3,3,0.001,73.4385095353644,22.45330262184143
2624,rastrigin,10,250,0.01,2,5,0.1,36.81800737073645,37.71741604804993
2625,rastrigin,10,250,0.001,4,10,0.1,65.62177998450494,78.11688780784607
2626,rastrigin,10,250,0.01,3,3,0.01,67.63003297219177,22.344234228134155
2627,rastrigin,10,250,0.01,2,10,0.001,17.909316205356205,74.565194606781
2628,rastrigin,10,250,0.01,3,5,0.001,49.26257361333267,37.37043380737305
2629,rastrigin,10,250,0.01,3,3,0.1,54.37104852037765,22.545493125915527
2630,rastrigin,10,250,0.01,2,10,0.01,48.9238514343156,75.36809206008911
2631,rastrigin,10,250,0.01,3,5,0.01,46.305802070827355,37.204447984695435
2632,rastrigin,10,250,0.01,4,3,0.001,71.480512339644,22.81158471107483
2633,rastrigin,10,250,0.01,3,5,0.1,53.86683785238475,37.43455410003662
2634,rastrigin,10,250,0.01,2,10,0.1,16.914272333123733,73.67131447792053
2635,rastrigin,10,250,0.01,4,3,0.01,64.8945690861855,23.18026828765869
2636,rastrigin,10,250,0.01,4,5,0.001,32.42851751300394,38.517802476882935
2637,rastrigin,10,250,0.01,3,10,0.001,45.76798991409944,75.56302332878113
2638,rastrigin,10,250,0.01,4,3,0.1,64.4497008968421,23.421638250350952
2639,rastrigin,10,250,0.01,4,5,0.01,59.65947075449848,38.703338861465454
2640,rastrigin,10,250,0.01,3,10,0.01,39.79822052955292,75.18359708786011
2641,rastrigin,10,250,0.1,2,3,0.001,36.81407032526132,22.446467638015747
2642,rastrigin,10,250,0.01,4,5,0.1,40.480745707916824,38.485300064086914
2643,rastrigin,10,250,0.01,3,10,0.1,28.853768016251607,75.7177164554596
2644,rastrigin,10,250,0.1,2,3,0.01,31.839248570155675,22.56328010559082
2645,rastrigin,10,250,0.1,2,5,0.001,27.85976161065649,37.916990995407104
2646,rastrigin,10,250,0.01,4,10,0.001,15.919344573476366,78.39482402801514
2647,rastrigin,10,250,0.1,2,3,0.1,32.833695843848005,22.782681941986084
2648,rastrigin,10,250,0.1,2,5,0.01,14.925798709162777,37.91315460205078
2649,rastrigin,10,250,0.01,4,10,0.01,42.783136374378095,77.53593683242798
2650,rastrigin,10,250,0.1,3,3,0.001,47.75825614157032,22.99341583251953
2651,rastrigin,10,250,0.1,2,5,0.1,28.853854568267977,37.911863565444946
2652,rastrigin,10,250,0.01,4,10,0.1,53.12505032933477,78.59767484664917
2653,rastrigin,10,250,0.1,3,3,0.01,30.843886868417712,22.320378065109253
2654,rastrigin,10,250,0.1,3,5,0.001,44.77387949321128,37.78542423248291
2655,rastrigin,10,250,0.1,2,10,0.001,22.886215039871033,74.6541485786438
2656,rastrigin,10,250,0.1,3,3,0.1,47.758029811270205,22.246079683303833
2657,rastrigin,10,250,0.1,3,5,0.01,36.81372725351672,36.89863085746765
2658,rastrigin,10,250,0.1,2,10,0.01,32.83405569810954,74.65285158157349
2659,rastrigin,10,250,0.1,4,3,0.001,43.77840947951232,23.18939185142517
2660,rastrigin,10,250,0.1,2,10,0.1,44.77332819830277,74.27089428901672
2661,rastrigin,10,250,0.1,3,5,0.1,43.77817397115116,37.6075177192688
2662,rastrigin,10,250,0.1,4,3,0.01,42.78337875579322,22.882603645324707
2663,rastrigin,10,250,0.1,3,10,0.001,53.72778961767632,74.652578830719
2664,rastrigin,10,250,0.1,4,5,0.001,44.77366852572622,38.313454389572144
2665,rastrigin,10,250,0.1,4,3,0.1,28.853955798308903,23.188239097595215
2666,rastrigin,10,250,0.1,4,5,0.01,64.54467685433562,38.61210870742798
2667,rastrigin,10,250,0.1,3,10,0.01,26.864086287939088,75.7047803401947
2668,rastrigin,10,250,0.1,4,5,0.1,55.717580066929976,38.59686017036438
2669,rastrigin,10,250,0.1,3,10,0.1,29.84882551939623,75.14359927177429
2670,rastrigin,10,250,0.1,4,10,0.001,53.72787054344192,151.52518343925476
2671,rastrigin,10,500,0.001,2,3,0.001,78.92796144941579,44.3170120716095
2672,rastrigin,10,500,0.001,2,3,0.01,73.85987338016314,1074.260309934616
2673,rastrigin,10,250,0.1,4,10,0.01,64.67204554132196,1062.3763391971588
2674,rastrigin,10,500,0.001,2,5,0.001,56.40333371292744,1053.3640768527985
2675,rastrigin,10,500,0.001,2,3,0.1,75.25115266211581,1022.8929750919343
2676,rastrigin,10,250,0.1,4,10,0.1,41.78847711021598,1054.7384843826294
2677,rastrigin,10,500,0.001,2,5,0.01,61.94866853044649,1044.0485582351685
2678,rastrigin,10,500,0.001,3,3,0.001,75.24054182536224,23.713420152664185
2679,rastrigin,10,500,0.001,2,5,0.1,78.62055683496503,1032.4571359157562
2680,rastrigin,10,500,0.001,3,3,0.01,73.95875394552507,22.784958600997925
2681,rastrigin,10,500,0.001,3,5,0.001,78.097437348294,39.10982084274292
2682,rastrigin,10,500,0.001,3,3,0.1,82.9601550599597,23.43987250328064
2683,rastrigin,10,500,0.001,3,5,0.01,65.7797783203385,38.478562116622925
2684,rastrigin,10,500,0.001,2,10,0.001,51.010956569182575,1086.8859086036682
2685,rastrigin,10,500,0.001,2,10,0.01,62.069309780601984,2167.7392070293427
2686,rastrigin,10,500,0.001,4,3,0.001,81.91935552448213,25.62121081352234
2687,rastrigin,10,500,0.001,2,10,0.1,51.23190588283782,1071.9154918193817
2688,rastrigin,10,500,0.001,3,5,0.1,74.06869932841268,41.112568855285645
2689,rastrigin,10,500,0.001,4,3,0.01,80.98293041420989,26.393941402435303
2690,rastrigin,10,500,0.001,3,10,0.001,73.49118105354584,83.04066681861877
2691,rastrigin,10,500,0.001,4,5,0.001,69.78564914350271,44.85504198074341
2692,rastrigin,10,500,0.001,4,3,0.1,68.50740349273735,28.14478302001953
2693,rastrigin,10,500,0.001,3,10,0.01,57.07939444172213,85.58189225196838
2694,rastrigin,10,500,0.001,4,5,0.01,62.02383632566047,47.23200583457947
2695,rastrigin,10,500,0.001,4,5,0.1,77.85706641057706,95.63951063156128
2696,rastrigin,10,500,0.01,2,3,0.001,55.57293476049738,29.13234806060791
2697,rastrigin,10,500,0.001,3,10,0.1,61.87832071376806,89.63235306739807
2698,rastrigin,10,500,0.01,2,3,0.01,68.63357240791636,30.069257259368896
2699,rastrigin,10,500,0.01,2,5,0.001,43.77805374196344,49.482503175735474
2700,rastrigin,10,500,0.001,4,10,0.001,67.24428603682347,96.11724996566772
2701,rastrigin,10,500,0.01,2,3,0.1,51.61302400922611,30.99375319480896
2702,rastrigin,10,500,0.01,2,5,0.01,31.838610726616068,51.745102643966675
2703,rastrigin,10,500,0.001,4,10,0.01,63.73832093129529,102.47527933120728
2704,rastrigin,10,500,0.01,2,5,0.1,49.78125216254304,52.42484521865845
2705,rastrigin,10,500,0.01,3,3,0.001,53.51960717815077,32.65711498260498
2706,rastrigin,10,500,0.001,4,10,0.1,58.80723889486833,104.54942107200623
2707,rastrigin,10,500,0.01,3,3,0.01,56.51441869680269,34.12184500694275
2708,rastrigin,10,500,0.01,3,5,0.001,32.97260960936801,55.58932900428772
2709,rastrigin,10,500,0.01,2,10,0.001,69.90113754373925,105.68421626091003
2710,rastrigin,10,500,0.01,3,3,0.1,44.70129740877833,34.90453004837036
2711,rastrigin,10,500,0.01,3,5,0.01,33.51461937136794,59.205060958862305
2712,rastrigin,10,500,0.01,2,10,0.01,21.88906255253768,110.61708331108093
2713,rastrigin,10,500,0.01,4,3,0.001,30.714125740475907,36.84012794494629
2714,rastrigin,10,500,0.01,3,5,0.1,20.659658947511858,59.8810670375824
2715,rastrigin,10,500,0.01,2,10,0.1,22.88401969918492,113.90434718132019
2716,rastrigin,10,500,0.01,4,3,0.01,40.6898659209495,38.960654497146606
2717,rastrigin,10,500,0.01,4,5,0.001,18.904218209890885,62.80552291870117
2718,rastrigin,10,500,0.01,3,10,0.001,36.81322754694713,119.53325939178467
2719,rastrigin,10,500,0.01,4,3,0.1,58.10154228156848,39.3579306602478
2720,rastrigin,10,500,0.01,4,5,0.01,38.40322611419121,64.94018745422363
2721,rastrigin,10,500,0.01,3,10,0.01,72.8951479228585,122.61462926864624
2722,rastrigin,10,500,0.1,2,3,0.001,49.747936907977035,37.6509792804718
2723,rastrigin,10,500,0.01,4,5,0.1,27.858807979157376,65.60312581062317
2724,rastrigin,10,500,0.01,3,10,0.1,90.76610023703569,126.62198162078857
2725,rastrigin,10,500,0.1,2,3,0.01,35.818673316131395,38.05775213241577
2726,rastrigin,10,500,0.1,2,5,0.001,39.799077899857366,63.39929962158203
2727,rastrigin,10,500,0.01,4,10,0.001,55.471561848065306,128.92813634872437
2728,rastrigin,10,500,0.1,2,3,0.1,43.77810468203426,39.02593493461609
2729,rastrigin,10,500,0.1,2,5,0.01,32.83385415869678,64.06589579582214
2730,rastrigin,10,500,0.01,4,10,0.01,18.904207636107472,130.63026928901672
2731,rastrigin,10,500,0.1,3,3,0.001,41.788548229193914,39.58453893661499
2732,rastrigin,10,500,0.1,2,5,0.1,36.814283917366694,65.00910639762878
2733,rastrigin,10,500,0.1,3,3,0.01,48.75324166001239,39.20632791519165
